idx	Consumer Company	Country	District	Latitude	Longitude	Mill Company	Mill Name	Parent Company	Province	RSPO	UMLID
6339	hershey	malaysia		4.559354	118.183722	sang guan oil mill sdn bhd	sang guan	segalong group			
6339		malaysia	tawau	4.559354	118.183722	sang guan oil mill sdn bhd	sang guan	segalong group	sabah		po1000004834
6340	hershey	indonesia		3.114888889	117.26530559999999	sanggam kahuripan indonesia	sanggam kahuripan indonesia	matahari kahuripan indonesia			
6340		indonesia	bulungan	3.1154669999999998	117.266333	sanggam kahuripan indonesia	sanggam kahuripan indonesia	makin	kalimantan timur		po1000004284
6341	hershey	malaysia		5.733519	117.387404	ppb group bhd, sapi plantation sdn bhd	sapi	wilmar			
6341		malaysia	beluran	5.733519	117.387404	sapi plantation sdn bhd	sapi	wilmar	sabah	rspo certified, mb	po1000000137
6342	hershey	indonesia		-2.58287	112.62698	sapta karya damai	sapta karya damai	asam jawa			
6342		indonesia	kotawaringin timur	-2.58287	112.62698	sapta karya damai	sapta karya damai	asam jawa	kalimantan tengah		po1000004214
6343	hershey	indonesia		-2.38483	101.16282	sapta sentosa jaya abadi	sapta sentosa jaya abadi	sago nauli			
6343		indonesia	mukomuko	-2.38565	101.162717	sapta sentosa jaya abadi	sapta sentosa jaya abadi	herfinta	bengkulu		po1000004188
6344	hershey	colombia		4.1475	-72.03666700000001	sapuga s.a.	sapuga s.a.	NAN			
6344		colombia	puerto gaitán	4.147981	-72.037175	sapuga s.a.	sapuga s.a.	unknown	meta		po1000003996
6345	hershey	indonesia		1.358028	109.38363100000001	sarana esa cita	sarana esa cita	musim mas			
6345		indonesia	sambas	1.358028	109.38363100000001	sarana esa cita	sarana esa cita	musim mas	kalimantan barat		po1000007673
6346	hershey	indonesia		-1.9907169999999998	112.923133	sarana prima multi niaga	sarana prima multi niaga	tsh resources berhad			
6346		indonesia	kotawaringin timur	-1.9907169999999998	112.923133	sarana prima multi niaga	sarana prima multi niaga	tsh resources	kalimantan tengah	rspo certified, mb	po1000003976
6347	hershey	indonesia		-2.894444	112.54361100000001	sarana titian permata	sarana titian permata	wilmar			
6347		indonesia	seruyan	-2.894444	112.54361100000001	sarana titian permata	sarana titian permata pks 1	wilmar	kalimantan tengah		po1000000600
6348	hershey	malaysia		1.7125099999999998	111.430007	saratok palm oil mill sdn bhd	saratok	salcra			
6348		malaysia	saratok	1.7125099999999998	111.430007	saratok palm oil mill sdn bhd	saratok	sarawak land consolidation and rehabilitation authority (salcra)	sarawak		po1000004833
6349	hershey	malaysia		3.524921	113.74441200000001	ppb group bhd, saremas mill sdn bhd	saremas 1 pom	wilmar			
6349		malaysia	miri	3.524921	113.74441200000001	saremas sdn bhd	saremas 1	wilmar	sarawak	rspo certified, mb	po1000000091
6350	hershey	malaysia		3.450453	113.765561	ppb group bhd, saremas mill sdn bhd	saremas 2 pom	wilmar			
6350		malaysia	miri	3.450453	113.765561	saremas sdn bhd	saremas 2	wilmar	sarawak	rspo certified, ip	po1000000093
6351	hershey	indonesia		-2.006446	102.492852	sari aditya loka 2	sari aditya loka 2	astra agro lestari			
6351		indonesia	sarolangun	-2.006446	102.492852	sumber guna nabati	sumber guna nabati	unknown	jambi		po1000008188
6352	hershey	indonesia		-0.049389999999999996	99.8837	sari buah sawit	sari buah sawit	non group			
6352		indonesia	pasaman barat	-0.049638999999999996	99.883139	sari buah sawit	sari buah sawit	unknown	sumatera barat		po1000007594
6353	hershey	indonesia		-0.0020777779999999997	102.1964167	sari lembah subur 1	sari lembah subur 1	astra agro lestari			
6353		indonesia	pelalawan	-0.002078	102.19641700000001	sari lembah subur	sari lembah subur 2	astra agro lestari	riau		po1000007596
6354	hershey	indonesia		0.30313888899999997	110.30122220000001	sasmita bumi wijaya	sasmita bumi wijaya	dharma agung wijaya			
6354		indonesia	sanggau	0.303139	110.301222	sasmita bumi wijaya	sasmita bumi wijaya	dharma agung wijaya (daw)	kalimantan barat		po1000008566
6355	hershey	indonesia		0.22145	109.531167	satria multi sukses	satria multi sukses	pokphand			
6355		indonesia	landak	0.22145	109.531167	satria multi sukses	satria multi sukses	charoen pokphand	kalimantan barat		po1000004364
6356	hershey	malaysia		3.576721	113.83883999999999	bintulu lumber development sdn bhd	sawai pom	bld plantation berhad			
6356		malaysia	miri	3.5763	113.8386	bintulu lumber development sdn bhd	sawai	bld plantation berhad	sarawak		po1000008243
6357	hershey	malaysia		2.966366	103.09288000000001	prosper trading sdn bhd	sawira kks	prosper group			
6357		malaysia	rompin	2.9675830000000003	103.092444	kilang sawira makmur sdn bhd	sawira makmur	far east holdings berhad	pahang		po1000003752
6358	hershey	indonesia		1.151667	101.276717	sawit anugrah sejahtera	sawit anugrah sejahtera	mahkota			
6358		indonesia	bengkalis	1.151667	101.276717	sawit anugerah sejahtera	sawit anugerah sejahtera	unknown	riau		po1000004441
6359	hershey	indonesia		0.761580556	100.51899999999999	sawit asahan indah	sawit asahan indah	astra agro lestari			
6359		indonesia	rokan hulu	0.761311	100.51901099999999	sawit asahan indah	sawit asahan indah	astra agro lestari	riau		po1000004417
6360	hershey	indonesia		2.76689	99.61483	sawit asahan tetap utuh	sawit asahan tetap utuh	NAN			
6360		indonesia	asahan	2.766889	99.61483299999999	sawit asahan tetap utuh	sawit asahan tetap utuh	unknown	sumatera utara		po1000008190
6361	hershey	indonesia		-2.072833	115.06866699999999	sawit graha manunggal	sawit graha manunggal	tasik raja			
6361		indonesia	barito timur	-2.07272	115.06853999999998	sawit graha manunggal	sawit graha manunggal	anglo-eastern plantation (aep)	kalimantan tengah		po1000007627
6362	hershey	indonesia		3.843117	98.23299999999999	perkebunan nusantara ii	sawit hulu	perkebunan nusantara			
6362		indonesia	langkat	3.843117	98.23299999999999	perkebunan nusantara ii	sawit hulu	ptpn iii	sumatera utara		po1000004545
6363	hershey	indonesia		1.254767	101.15356700000001	makmur abadi raya	sawit inti prima perkasa	NAN			
6363		indonesia	bengkalis	1.254767	101.15356700000001	sawit inti prima perkasa	sawit inti prima perkasa	unknown	riau		po1000009567
6364	hershey	indonesia		4.017067	98.2124	sawit jaya makmur sentosa	sawit jaya makmur sentosa	sawit jaya makmur sentosa			
6364		indonesia	langkat	4.017067	98.2124	sawit jaya makmur sentosa	sawit jaya makmur sentosa	unknown	sumatera utara		po1000004558
6365	hershey	indonesia		-1.242083333	101.7461389	sawit jujuhan abadi	sawit jujuhan abadi	non group			
6365		indonesia	bungo	-1.2420799999999999	101.7461389	sawit jujuhan abadi	sawit jujuhan abadi	unknown	jambi		po1000007600
6366	hershey	indonesia		-0.066083	116.83015	sawit kaltim lestari	sawit kaltim lestari	kencana agri limited			
6366		indonesia	kutai kartanegara	-0.065995	116.83066000000001	sawit kaltim lestari	sawit kaltim lestari	kencana agri	kalimantan timur		po1000008128
6367	hershey	indonesia		-3.634526	102.21223499999999	sawit mulia	sawit mulia	sawit mulia			
6367		indonesia	bengkulu tengah	-3.634526	102.21223499999999	sawit mulia	sawit mulia	unknown	bengkulu		po1000004067
6368	hershey	indonesia		4.048779	96.475073	sawit nagan raya makmur	sawit nagan raya makmur	sawit nagan raya makmur			
6368		indonesia	nagan raya	4.04892	96.47428000000001	sawit nagan raya makmur	sawit nagan raya makmur	unknown	aceh		po1000004560
6369	hershey	indonesia		1.08243	117.72241499999998	sawit prima nusantara	sawit prima nusantara	teladan prima			
6369		indonesia	kutai timur	1.08243	117.72241499999998	telen	bukit permata	teladan prima	kalimantan timur		po1000004862
6370	hershey	indonesia		3.7996	98.27713299999999	perkebunan nusantara ii	sawit seberang	perkebunan nusantara			
6370		indonesia	langkat	3.7996	98.27713299999999	perkebunan nusantara ii	sawit seberang	ptpn iii	sumatera utara		po1000004540
6371	hershey	indonesia		-2.54664	116.14067	sawitakarya manunggul	sawita	smart/golden agri resources (gar)			
6371		indonesia	kota baru	-2.546639	116.140667	sawita karya manunggul	sawita	sinar mas	kalimantan selatan		po1000007602
6372	hershey	indonesia		2.799	99.44161700000001	sawita inter perkasa	sawita inter perkasa	multi palma abadi sejahtera			
6372		indonesia	asahan	2.799	99.44161700000001	sawita inter perkasa	sawita inter perkasa	unknown	sumatera utara		po1000004129
6373	hershey	indonesia		0.324638889	99.45223333	sawita pasaman jaya	sawita pasaman jaya	srm			
6373		indonesia	pasaman barat	0.324644	99.45223299999999	sawita pasaman jaya	sawita pasaman jaya	unknown	sumatera barat		po1000008206
6374	hershey	indonesia		3.260417	97.965	sawitta jaya lau pakam	sawitta jaya lau pakam	sawitta jaya lau pakam			
6374		indonesia	karo	3.260417	97.965	sawitta jaya lau pakam	sawitta jaya lau pakam	unknown	sumatera utara		po1000004312
6375	hershey	indonesia		4.005167	117.2545	sebakis inti lestari	sebakis inti lestari	hardaya inti plantations			
6375		indonesia	nunukan	4.005167	117.2545	sebakis inti lestari	sebakis inti lestari	berca / cipta cakra murdaya	kalimantan timur		po1000004555
6376	hershey	malaysia		4.18921	117.78766499999999	prosperous sebatik sdn bhd	sebatik	teck guan holding			
6376		malaysia	tawau	4.18921	117.78766499999999	prosperous sebatik sdn bhd	prosperous sebatik	teck guan group	sabah		po1000003917
6377	hershey	malaysia		4.9897222	118.5551027	sandau mill sdn bhd	sebrang kks	sawit kinabalu sdn bhd			
6377		malaysia	lahad datu	4.989722	118.555103	sawit kinabalu sdn bhd	sebrang	sawit kinabalu sdn bhd	sabah		po1000003733
6378	hershey	malaysia		1.7308580000000002	103.53832299999999	mahamurni plantations sdn bhd	sedenak	kulim (malaysia) berhad			
6378		malaysia	kulaijaya	1.7308580000000002	103.53832299999999	epa management sdn bhd	sedenak	kulim (malaysia) berhad	johor	rspo certified, mb	po1000000019
6379	hershey	malaysia		5.210414	117.80966000000001	boustead rimba nilai sdn bhd	segamaha kks	boustead plantations berhad			
6379		malaysia	lahad datu	5.210414	117.80966000000001	boustead rimba nilai sdn bhd	segamaha	boustead plantations berhad	sabah	rspo certified, mb	po1000003737
6380	hershey	malaysia		4.48163	118.39817	boustead emastulin sdn bhd	segaria kks	boustead plantations berhad			
6380		malaysia	semporna	4.48163	118.39817	boustead emastulin sdn bhd	segaria	boustead plantations berhad	sabah	rspo certified, ip	po1000003734
6381	hershey	indonesia		0.14138888900000002	101.6466667	mitra unggul pusaka	segati	asian agri			
6381		indonesia	pelalawan	0.14138900000000001	101.6466667	mitra unggul pusaka	segati	royal golden eagle	riau		po1000004157
6382	hershey	indonesia		0.653861111	101.8648056	perkebunan nusantara v	sei buatan	perkebunan nusantara			
6382		indonesia	siak	0.6539	101.8648	perkebunan nusantara v	sei buatan	ptpn iii	riau		po1000004225
6383	hershey	indonesia		0.5467777779999999	101.2289167	perkebunan nusantara v	sei galuh	perkebunan nusantara			
6383		indonesia	kampar	0.546917	101.2291	perkebunan nusantara v	sungai galuh	ptpn iii	riau		po1000007604
6384	hershey	indonesia		0.6437222220000001	101.1100556	perkebunan nusantara v	sei garo	perkebunan nusantara			
6384		indonesia	kampar	0.644016	101.1097	perkebunan nusantara v	sei garo	ptpn iii	riau		po1000007605
6385	hershey	indonesia		0.7839358000000001	100.6115	perkebunan nusantara v	sei intan	perkebunan nusantara			
6385		indonesia	rokan hulu	0.7838056	100.6116389	perkebunan nusantara v	sei intan	ptpn iii	riau	rspo certified, mb	po1000006147
6386	hershey	indonesia		0.275916667	101.2196389	tasma puja	sei kuamang	tasma			
6386		indonesia	kampar	0.275011	101.219376	tasma puja	sei kuamang	unknown	riau		po1000004370
6387	hershey	indonesia		4.231944	98.059444	socfin indonesia	sei liput	socfin indonesia			
6387		indonesia	aceh tamiang	4.2319	98.0594	socfin indonesia	sungai liput	socfin	aceh	rspo certified, ip	po1000001251
6388	hershey	indonesia		3.130777778	99.34386111	perkebunan nusantara iii	sei mangkei	perkebunan nusantara			
6388		indonesia	simalungun	3.13077	99.343861	perkebunan nusantara iii	sei mangkei	ptpn iii	sumatera utara		po1000000879
6389	hershey	indonesia		0.326138889	101.3523333	perkebunan nusantara v	sei pagar	perkebunan nusantara			
6389		indonesia	kampar	0.32605	101.35253	perkebunan nusantara v	sungai pagar	ptpn iii	riau		po1000006159
6390	hershey	indonesia		0.538027778	101.7298889	meridan sejati surya plantation	sei pingai	first resources			
6390		indonesia	siak	0.5380278000000001	101.729888	meridan sejatisurya plantation	meridan sejati surya plantation	first resources	riau	rspo certified, mb	po1000002637
6391	hershey	indonesia		0.7258616999999999	100.5788	perkebunan nusantara v	sei rokan	perkebunan nusantara			
6391		indonesia	rokan hulu	0.7257222	100.57898	perkebunan nusantara v	sei rokan	ptpn iii	riau	rspo certified, mb	po1000005128
6392	hershey	indonesia		0.5984439	100.6177	perkebunan nusantara v	sei tapung	perkebunan nusantara			
6392		indonesia	rokan hulu	0.5989760000000001	100.618965	perkebunan nusantara v	sei tapung	ptpn iii	riau	rspo certified, mb	po1000008074
6393	hershey	indonesia		0.469886111	111.21153329999999	grand utama mandiri	sejahtera	barito pacific			
6393		indonesia	sekadau	0.46984499999999996	111.211969	grand mandiri utama	sejahtera	tianjin julong	kalimantan barat		po1000005205
6394	hershey	indonesia		-2.2122330000000003	103.800117	sejati palma sejahtera	sejati palma sejahtera	indofood agri resources			
6394		indonesia	musi banyuasin	-2.2122330000000003	103.800117	sejati palma sejahtera	sejati palma sejahtera	unknown	sumatera selatan		po1000004535
6395	hershey	malaysia		5.179069	100.71669399999999	kilang sawit felcra berhad	selama	felcra			
6395		malaysia	kampar	5.178291000000001	100.71667099999999	felcra berhad	selama	felcra berhad	perak		po1000003816
6396	hershey	malaysia		2.6522	103.01899999999999	felda palm industries sdn bhd	selancar 2a kks	felda			
6396		malaysia	rompin	2.6522	103.01899999999999	fgv palm industries sdn bhd	selancar 2a	fgv holdings berhad	pahang		po1000001903
6397	hershey	malaysia		2.63879	103.0	felda palm industries sdn bhd	selancar 2b kks	felda			
6397		malaysia	rompin	2.63879	103.0	fgv palm industries sdn bhd	selancar 2b	fgv holdings berhad	pahang	rspo certified, mb	po1000001904
6398	hershey	malaysia		2.5848150000000003	112.334566	rh selangau palm oil mill sdn bhd	selangau	rimbunan hijau			
6398		malaysia	mukah	2.5848150000000003	112.334566	rh selangau palm oil mill sdn bhd	rh selangau	rimbunan hijau group	sarawak		po1000003883
6399	hershey	malaysia		2.70317	103.44	felda palm industries sdn bhd	selendang kks	felda			
6399		malaysia	rompin	2.703328	103.440119	fgv palm industries sdn bhd	selendang	fgv holdings berhad	pahang	rspo certified, mb	po1000001905
6400	hershey	malaysia		3.005242	112.898545	woodman kuala baram estates sdn bhd	semanok	woodman			
6400		malaysia	tatau	3.005242	112.898545	woodman kuala baram estates sdn bhd	semanok	woodman sdn bhd	sarawak		po1000003958
6401	hershey	malaysia		3.469233	102.313714	semantan palm oil mill sdn bhd	semantan	semantan palm oil mill sdn bhd			
6401		malaysia	temerloh	3.469233	102.313714	kilang minyak kelapa sawit semantan sdn bhd	semantan	ng chin siu & sons group	pahang		po1000006204
6402	hershey	malaysia		1.578283	104.104929	felda palm industries sdn bhd	semenchu	felda			
6402		malaysia	kota tinggi	1.578283	104.104929	fgv palm industries sdn bhd	semenchu	fgv holdings berhad	johor		po1000000227
6403	hershey	indonesia		-2.248111	112.34041699999999	tapian nadenggan	semilar	smart/golden agri resources (gar)			
6403		indonesia	seruyan	-2.248111	112.34041699999999	tapian nadenggan	semilar	sinar mas	kalimantan tengah	rspo certified, ip	po1000001156
6404	hershey	indonesia		-2.807667	116.1863	sinar kencana inti perkasa	senakin	smart/golden agri resources (gar)			
6404		indonesia	kota baru	-2.807667	116.186301	sinar kencana inti perkasa	sungai magalau	sinar mas	kalimantan selatan		po1000004132
6405	hershey	malaysia		5.634348999999999	118.125504	sawit kinabalu sdn bhd	sepagaya	sawit kinabalu sdn bhd			
6405		malaysia	sandakan	5.633883	118.12495	sawit kinabalu sdn bhd	sepagaya	sawit kinabalu sdn bhd	sabah		po1000003795
6406	hershey	malaysia		2.788119	114.447231	sarawak oil palm berhad	sepakau	sarawak oil palm berhad			
6406		malaysia	belaga	2.788119	114.447231	sarawak oil palms berhad	sepakau pom	sarawak oil palms berhad	sarawak		po1000008409
6407	hershey	indonesia		0.044466667	111.0251111	permata hijau sarana	seraras	multi prima entakai			
6407		indonesia	sekadau	0.044667	111.0251	permata hijau sarana	seraras	multi prima entakai	kalimantan barat		po1000007587
6408	hershey	malaysia		5.0995040000000005	102.175826	ladang serasa sdn bhd	serasa	tradewinds plantation berhad			
6408		malaysia	gua musang	5.0995040000000005	102.175826	ladang serasa sdn bhd	serasa	tradewinds plantation berhad	kelantan		po1000003941
6409	hershey	indonesia		-3.89291027	104.0956053	serasan sekundang sawitmas	serasan sekundang sawitmas	sutomo			
6409		indonesia	muara enim	-3.8929099999999996	104.0956053	serasan sekundang sawitmas	serasan sekundang sawitmas	sinar jaya agro investama (sjai)	sumatera selatan		po1000007610
6410	hershey	malaysia		4.61407	117.600706	benta wawasan sdn bhd	seraya	sabah foundation group			
6410		malaysia	tawau	4.61407	117.600706	benta wawasan sdn bhd	seraya	yayasan sabah group	sabah		po1000008414
6411	hershey	indonesia		2.222888889	99.93463889	serbahuta jaya	serbahuta jaya	bumi waras			
6411		indonesia	labuhanbatu utara	2.222889	99.934639	serba huta jaya	serba huta jaya	sungai budi	sumatera utara		po1000004137
6412	hershey	indonesia		3.765767	98.554967	serdang cemerlang	serdang cemerlang	serdang cemerlang			
6412		indonesia	deli serdang	3.765767	98.554967	serdang cemerlang	serdang cemerlang	unknown	sumatera utara		po1000004534
6413	hershey	indonesia		3.34945	98.494433	serdang hulu	serdang hulu	serdang hulu			
6413		indonesia	langkat	3.34945	98.494433	serdang hulu	serdang hulu	unknown	sumatera utara		po1000004332
6414	hershey	malaysia		3.969047	100.98581300000001	sime darby plantations sdn bhd	seri intan (sou 05)	sime darby group			
6414		malaysia	hilir perak	3.9692279999999998	100.985558	sime darby plantation bhd	seri intan (sou 5)	sime darby	perak	rspo certified, ip	po1000000193
6415	hershey	malaysia		2.8637919999999997	101.512812	seri langat palm oil mill sdn bhd	seri langat	seri langat palm oil mill sdn bhd			
6415		malaysia	kuala langat	2.8637919999999997	101.512812	seri langat palm oil mill sdn bhd	seri langat	seri ulu langat palm oil mill sdn bhd	selangor		po1000007612
6416	hershey	malaysia		2.851436	101.65065799999999	seri ulu langat palm oil mill sdn bhd	seri ulu langat	seri ulu langat palm oil mill sdn bhd			
6416		malaysia	sepang	2.851693	101.650118	seri ulu langat palm oil mill sdn bhd	seri ulu langat	seri ulu langat palm oil mill sdn bhd	selangor		po1000008195
6417	hershey	malaysia		0.9561440000000001	110.622625	serian palm oil mill sdn bhd	serian	salcra			
6417		malaysia	serian	0.9561440000000001	110.622625	serian palm oil mill sdn bhd	serian	sarawak land consolidation and rehabilitation authority (salcra)	sarawak		po1000003887
6418	hershey	indonesia		1.019664	111.87921499999999	buana tunas sejahtera	seriang	non group			
6418		indonesia	kapuas hulu	1.019664	111.87921499999999	kapuasindo palm industry	kapuasindo palm industry	sinar mas	kalimantan barat		po1000006362
6419	hershey	malaysia		4.792969	117.353614	serijaya industri sdn bhd	serijaya palm oil mill	innoprise plantations berhad			
6419		malaysia	tongod	4.792969	117.353614	innoprise plantations berhad	serijaya industri sdn bhd	yayasan sabah group	sabah		po1000003793
6420	hershey	malaysia		4.357696	117.35908	sawit kinabalu sdn bhd	serudung	sawit kinabalu sdn bhd			
6420		malaysia	tawau	4.357696	117.35908	sawit kinabalu sdn bhd	serudung	sawit kinabalu sdn bhd	sabah		po1000003731
6421	hershey	malaysia		5.441292	100.62741899999999	setiakawan kilang kelapa sawit sdn bhd	setiakawan	setiakawan kilang kelapa sawit sdn bhd			
6421		malaysia	kulim	5.441292	100.62741899999999	setia kawan kilang kelapa sawit sdn bhd	setia kawan	setia kawan kilang kelapa sawit sdn bhd	kedah		po1000003891
6422	hershey	indonesia		3.965278	96.565278	socfin indonesia	seumanyam	socfin indonesia			
6422		indonesia	nagan raya	3.965278	96.565278	socfin indonesia	seumanyam	socfin	aceh	rspo certified, ip	po1000001777
6423	hershey	indonesia		4.06	96.262222	socfin indonesia	seunagan	socfin indonesia			
6423		indonesia	nagan raya	4.06	96.262222	socfin indonesia	seunagan	socfin	aceh	rspo certified, ip	po1000001774
6424	hershey	indonesia		0.581083	101.0875	sewangi sawit sejahtera	sewangi sawit sejahtera	sewangi			
6424		indonesia	kampar	0.581353	101.087097	sewangi sawit sejahtera	sewangi sawit sejahtera	unknown	riau		po1000004398
6425	hershey	indonesia		0.714383	100.92836700000001	sewangi sejati luhur	sewangi sejati luhur	sewangi			
6425		indonesia	kampar	0.714383	100.92836700000001	sewangi sejati luhur	prima sauhur lestari pom	unknown	riau		po1000004411
6426	hershey	indonesia		0.414389	101.66675	pt multi palma sejahtera	si kijang	NAN			
6426		indonesia	pelalawan	0.414389	101.66675	multi palma sejahtera	si kijang	unknown	riau		po1000004172
6427	hershey	indonesia		1.175527778	99.15588889	austindo nusantara jaya agri	siais	austindo nusantara jaya			
6427		indonesia	tapanuli selatan	1.17442	99.15518	austindo nusantara jaya agri siais	austindo nusantara jaya agri siais	anj agro	sumatera utara	rspo certified, mb	po1000001992
6428	hershey	indonesia		0.63875	101.9764722	berlian inti mekar	siak	mahkota			
6428		indonesia	siak	0.63875	101.9764833	berlian inti mekar	siak	mahkota	riau		po1000004922
6429	hershey	indonesia		0.651217	101.75405	siak prima sakti	siak prima sakti	wilmar			
6429		indonesia	siak	0.651217	101.75405	siak prima sakti	siak prima sakti	wilmar	riau		po1000004404
6430	hershey	thailand		8.385622	98.72913100000001	univanich palm oil	siam mill	univanich palm oil			
6430		thailand	ao luk	8.385622	98.72913100000001	univanich palm oil	siam mill	univanich palm oil	krabi	rspo certified, mb	po1000000695
6431	hershey	indonesia		1.590333333	99.87299999999999	sinar sawit subur lestari	siancimun	enerventure ltd			
6431		indonesia	padang lawas utara	1.590339	99.87298889	sinar sawit subur lestari	sinar sawit subur lestari	superventure	sumatera utara		po1000004265
6432	hershey	indonesia		1.78615	100.19075	sibadihon sawitta torop lestari	sibadihon sawitta torop lestari	non group			
6432		indonesia	labuhanbatu selatan	1.78615	100.19075	sibadihon sawita torop lestari	sibadihon sawitta torop lestari	unknown	sumatera utara		po1000008146
6433	hershey	indonesia		-0.734611111	102.52511109999999	nikmat halona reksa	siberida	non group			
6433		indonesia	indragiri hulu	-0.7347130000000001	102.524086	nikmat halona reksa	seberida	unknown	riau		po1000005106
6434	hershey	indonesia		1.6060833330000002	100.23827779999999	torganda	sibisa mangatur	torganda			
6434		indonesia	labuhanbatu selatan	1.606083	100.23827800000001	tor ganda	sibisa mangantur	torganda	sumatera utara		po1000004472
6435	hershey	indonesia		-0.9037777779999999	101.3981389	kemilau permata sawit	sijunjung	non group			
6435		indonesia	sijunjung	-0.9037780000000001	101.3981389	kemilau permata sawit	sijunjung	superventure	sumatera barat		po1000006186
6436	hershey	indonesia		0.825349	118.753577	teladan prima	sima agung prima sawit	NAN			
6436		indonesia	kutai timur	0.825349	118.753577	sima agung prima sawit	sima agung prima sawit	teladan prima	kalimantan timur		po1000008416
6437	hershey	indonesia		0.141666667	111.48555559999998	sintang agro mandiri	simba	priscolin			
6437		indonesia	sintang	0.14110999999999999	111.485	sintang agro mandiri	simba	multi prima entakai	kalimantan barat		po1000008148
6438	hershey	indonesia		2.33347	100.09947	sawitta unggul jaya	simpang	sawita unggul jaya			
6438		indonesia	labuhanbatu	2.33347	100.09947	sawita unggul jaya	sawitta unggul jaya	unknown	sumatera utara		po1000004173
6439	hershey	indonesia		-0.411055556	110.18270829999999	aditya agroindo	simpang hulu barat	agrindo			
6439		indonesia	sanggau	-0.41106000000000004	110.18269	sumatera jaya agro lestari	sumatera jaya agro lestari	incasi raya (gunas)	kalimantan barat		po1000007616
6440	hershey	indonesia		1.851433	100.295583	simpang kanan lestarindo	simpang kanan lestarindo	duta marga			
6440		indonesia	rokan hilir	1.851433	100.295583	simpang kanan lestarindo	simpang kanan lestarindo	duta marga	riau		po1000004495
6441	hershey	indonesia		0.419917	101.756389	sinar agro raya	sinar agro raya	musim mas			
6441		indonesia	pelalawan	0.419917	101.756389	sinar agro raya	sinar agro raya	musim mas	riau		po1000007437
6442	hershey	indonesia		-4.3782	102.840583	sinar bengkulu selatan	sinar bengkulu selatan	trinity interlink			
6442		indonesia	bengkulu selatan	-4.3782	102.8406	sinar bengkulu selatan	sinar bengkulu selatan	trinity interlink	bengkulu		po1000004059
6443	hershey	indonesia		-0.309167	111.59676699999999	sinar dinamika kapuas	sinar dinamika kapuas	lyman agro			
6443		indonesia	melawi	-0.309167	111.59676699999999	sinar dinamika kapuas	sinar dinamika kapuas	lyman agro	kalimantan barat		po1000004136
6444	hershey	indonesia		-5.066528	105.30197199999999	sinar jaya inti mulya	sinar jaya inti mulya	sutomo			
6444		indonesia	metro	-5.0665	105.302	sinar jaya inti mulya	sinar jaya inti mulya	sinar jaya agro investama (sjai)	lampung		po1000006301
6445	hershey	indonesia		3.620806	98.401528	sinar langkat perkasa	sinar langkat perkasa	sinar langkat perkasa			
6445		indonesia	langkat	3.620806	98.401528	sinar langkat perkasa	sinar langkat perkasa	unknown	sumatera utara		po1000004296
6446	hershey	indonesia		2.461780556	99.652975	sinar sawit lestari	sinar sawit lestari	technindo			
6446		indonesia	labuhanbatu utara	2.461781	99.652975	sinar sawit lestari	sinar sawit lestari	unknown	sumatera utara		po1000004273
6447	hershey	indonesia		3.0701169999999998	99.2047	sinar tenera	sinar tenera	sinar tenera lestari			
6447		indonesia	simalungun	3.0701169999999998	99.2047	sinar tenera	sinar tenera	unknown	sumatera utara		po1000004940
6448	hershey	indonesia		-0.391997	101.417014	sinar utama nabati	sinar utama nabati	kencana agri limited			
6448		indonesia	kuantan singingi	-0.391997	101.41701399999901	sinar utama nabati	sinar utama nabati	unknown	riau		po1000010074
6449	hershey	indonesia		0.449367	101.621217	sinarsiak dianpermai	sinarsiak dianpermai	wilmar			
6449		indonesia	pelalawan	0.449367	101.621217	sinar siak dian permai	sinar siak dian permai	wilmar	riau		po1000004384
6450	hershey	malaysia		1.9853720000000001	103.46231	sindora berhad	sindora	kulim (malaysia) berhad			
6450		malaysia	keluang	1.9853720000000001	103.46231	sindora berhad	sindora	kulim (malaysia) berhad	johor	rspo certified, mb	po1000001264
6451	hershey	indonesia		-0.45177399999999995	109.26528300000001	sintang raya	sintang raya	miwon			
6451		indonesia	kubu raya	-0.45264399999999994	109.2652	sintang raya	sintang raya	miwon	kalimantan barat		po1000004379
6452	hershey	indonesia		2.924111111	99.70755556	sintong abadi	sintong abadi	kuala mas			
6452		indonesia	asahan	2.9239	99.707367	sintong abadi	sintong abadi	dupont & leosk enterprises	sumatera utara		po1000004149
6453	hershey	indonesia		-2.28375	110.86826699999999	poliplant sejahtera	siriham	cargill			
6453		indonesia	ketapang	-2.28375	110.86826699999999	poliplant sejahtera	siriham	cargill	kalimantan barat	rspo certified, mb	po1000004158
6454	hershey	indonesia		1.9640277780000002	100.1081667	perkebunan nusantara iii	sisumut	perkebunan nusantara			
6454		indonesia	labuhanbatu selatan	1.9640279999999999	100.10816700000001	perkebunan nusantara iii	sisumut	ptpn iii	sumatera utara	rspo certified, mb	po1000003112
6455	hershey	thailand		8.676432	98.801449	smothong palmoil co.	smothong palmoil co.	NAN			
6455		thailand	phanom	8.676432	98.801449	smothong palmoil co.	smothong palmoil co.	smothong group	surat thani	rspo certified, mb	po1000008331
6456	hershey	malaysia		5.5698	100.69929300000001	solid orient holdings sdn bhd	solid orient holdings sdn bhd	fitters diversified berhad			
6456		malaysia	baling	5.5699	100.699263	solid orient holdings sdn bhd	solid orient	solid orient holdings sdn bhd	kedah		po1000003892
